Time, DR, DN, RN, Euclidian
3660.000, 1.618, 0.883, 1.294, 2.252
3670.000, 1.631, 0.885, 1.363, 2.302
3680.000, 1.611, 0.858, 1.368, 2.280
3690.000, 1.633, 0.884, 1.319, 2.277
3700.000, 1.642, 0.861, 1.374, 2.307
3710.000, 1.58, 0.87, 1.349, 2.252
3720.000, 1.64, 0.873, 1.332, 2.286
3730.000, 1.597, 0.9, 1.316, 2.256
3740.000, 1.579, 0.882, 1.332, 2.246
3750.000, 1.613, 0.902, 1.296, 2.257
3760.000, 1.613, 0.892, 1.334, 2.275
3770.000, 1.588, 0.892, 1.286, 2.229
3780.000, 1.609, 0.867, 1.347, 2.270
3790.000, 1.584, 0.926, 1.292, 2.244
3800.000, 1.657, 0.91, 1.396, 2.350
3810.000, 1.525, 0.883, 1.346, 2.217
3820.000, 1.585, 0.876, 1.364, 2.267
3830.000, 1.669, 0.887, 1.37, 2.334
3840.000, 1.63, 0.876, 1.359, 2.295
3850.000, 1.561, 0.91, 1.317, 2.235
3860.000, 1.644, 0.868, 1.348, 2.296
3870.000, 1.602, 0.856, 1.372, 2.276
3880.000, 1.628, 0.872, 1.343, 2.283
3890.000, 1.604, 0.876, 1.367, 2.282
3900.000, 1.583, 0.869, 1.328, 2.241
3910.000, 1.615, 0.89, 1.365, 2.294
3920.000, 1.679, 0.918, 1.356, 2.345
3930.000, 1.63, 0.875, 1.341, 2.284
3940.000, 1.681, 0.869, 1.397, 2.352
3950.000, 1.627, 0.886, 1.352, 2.293
3960.000, 1.602, 0.87, 1.306, 2.242
3970.000, 1.593, 0.863, 1.333, 2.249
3980.000, 1.628, 0.897, 1.358, 2.301
3990.000, 1.603, 0.881, 1.319, 2.255
4000.000, 1.615, 0.892, 1.33, 2.274
4010.000, 1.65, 0.902, 1.352, 2.316
4020.000, 1.625, 0.85, 1.295, 2.245
4030.000, 1.546, 0.886, 1.293, 2.201
4040.000, 1.552, 0.864, 1.337, 2.223
4050.000, 1.573, 0.865, 1.31, 2.222
4060.000, 1.622, 0.839, 1.337, 2.263
4070.000, 1.574, 0.867, 1.351, 2.248
4080.000, 1.639, 0.902, 1.344, 2.303
4090.000, 1.568, 0.855, 1.311, 2.215
4100.000, 1.562, 0.852, 1.314, 2.211
4110.000, 1.605, 0.879, 1.37, 2.285
4120.000, 1.589, 0.878, 1.389, 2.285
4130.000, 1.594, 0.863, 1.315, 2.239
4140.000, 1.577, 0.86, 1.322, 2.230
4150.000, 1.598, 0.889, 1.323, 2.257
4160.000, 1.575, 0.875, 1.316, 2.231
4170.000, 1.578, 0.879, 1.32, 2.237
4180.000, 1.608, 0.844, 1.36, 2.268
4190.000, 1.57, 0.856, 1.332, 2.229
4200.000, 1.621, 0.886, 1.363, 2.295
4210.000, 1.592, 0.922, 1.34, 2.275
4220.000, 1.596, 0.869, 1.339, 2.257
4230.000, 1.588, 0.868, 1.311, 2.234
4240.000, 1.584, 0.849, 1.35, 2.247
4250.000, 1.603, 0.941, 1.32, 2.279
4260.000, 1.595, 0.885, 1.335, 2.260
4270.000, 1.582, 0.852, 1.319, 2.228
4280.000, 1.589, 0.898, 1.388, 2.293
4290.000, 1.61, 0.864, 1.369, 2.283
4300.000, 1.568, 0.908, 1.313, 2.237
4310.000, 1.59, 0.898, 1.34, 2.264
4320.000, 1.614, 0.886, 1.363, 2.290
4330.000, 1.588, 0.888, 1.358, 2.270
4340.000, 1.578, 0.927, 1.341, 2.268
4350.000, 1.68, 0.919, 1.388, 2.365
4360.000, 1.591, 0.876, 1.353, 2.264
4370.000, 1.607, 0.928, 1.34, 2.288
4380.000, 1.615, 0.915, 1.323, 2.279
4390.000, 1.626, 0.904, 1.299, 2.269
4400.000, 1.546, 0.873, 1.291, 2.195
4410.000, 1.577, 0.869, 1.301, 2.221
4420.000, 1.513, 0.951, 1.304, 2.212
4430.000, 1.542, 0.902, 1.347, 2.237
4440.000, 1.619, 0.922, 1.346, 2.298
4450.000, 1.57, 0.9, 1.336, 2.249
4460.000, 1.588, 0.908, 1.301, 2.244
4470.000, 1.588, 0.902, 1.316, 2.251
4480.000, 1.587, 0.919, 1.308, 2.252
4490.000, 1.595, 0.917, 1.3, 2.252
4500.000, 1.595, 0.912, 1.294, 2.247
4510.000, 1.554, 0.896, 1.288, 2.208
4520.000, 1.601, 0.897, 1.268, 2.230
4530.000, 1.612, 0.918, 1.296, 2.262
4540.000, 1.596, 0.911, 1.326, 2.266
4550.000, 1.614, 0.919, 1.284, 2.257
4560.000, 1.627, 0.941, 1.354, 2.316
4570.000, 1.585, 0.881, 1.361, 2.267
4580.000, 1.642, 0.874, 1.377, 2.314
4590.000, 1.61, 0.875, 1.371, 2.288
4600.000, 1.61, 0.902, 1.311, 2.263
4610.000, 1.605, 0.88, 1.322, 2.257
4620.000, 1.618, 0.897, 1.345, 2.287
4630.000, 1.602, 0.908, 1.329, 2.270
4640.000, 1.509, 0.862, 1.269, 2.151
4650.000, 1.632, 0.878, 1.359, 2.298
4660.000, 1.646, 0.899, 1.379, 2.327
4670.000, 1.576, 0.951, 1.312, 2.260
4680.000, 1.483, 0.897, 1.22, 2.119
4690.000, 1.557, 0.941, 1.305, 2.238
4700.000, 1.569, 0.902, 1.32, 2.240
4710.000, 1.468, 0.854, 1.306, 2.142
4720.000, 1.518, 0.847, 1.316, 2.180
4730.000, 1.591, 0.89, 1.335, 2.259
4740.000, 1.537, 0.831, 1.294, 2.174
4750.000, 1.565, 0.843, 1.337, 2.224
4760.000, 1.559, 0.857, 1.28, 2.191
4770.000, 1.574, 0.838, 1.358, 2.241
4780.000, 1.502, 0.877, 1.258, 2.146
4790.000, 1.497, 0.821, 1.298, 2.144
4800.000, 1.539, 0.841, 1.325, 2.198
4810.000, 1.495, 0.853, 1.258, 2.131
4820.000, 1.548, 0.874, 1.261, 2.179
4830.000, 1.481, 0.855, 1.242, 2.113
4840.000, 1.469, 0.854, 1.249, 2.108
4850.000, 1.509, 0.853, 1.276, 2.152
4860.000, 1.482, 0.881, 1.297, 2.157
4870.000, 1.54, 0.918, 1.302, 2.215
4880.000, 1.529, 0.845, 1.285, 2.168
4890.000, 1.529, 0.883, 1.337, 2.214
4900.000, 1.514, 0.856, 1.266, 2.151
4910.000, 1.54, 0.885, 1.24, 2.166
4920.000, 1.504, 0.87, 1.333, 2.189
4930.000, 1.5, 0.872, 1.285, 2.159
4940.000, 1.491, 0.845, 1.26, 2.127
4950.000, 1.558, 0.843, 1.294, 2.193
4960.000, 1.496, 0.865, 1.281, 2.151
4970.000, 1.53, 0.829, 1.315, 2.181
4980.000, 1.528, 0.874, 1.303, 2.190
4990.000, 1.581, 0.889, 1.329, 2.248
5000.000, 1.576, 0.876, 1.327, 2.238
5010.000, 1.551, 0.843, 1.33, 2.210
5020.000, 1.513, 0.911, 1.278, 2.179
5030.000, 1.544, 0.884, 1.322, 2.216
5040.000, 1.552, 0.858, 1.294, 2.195
5050.000, 1.533, 0.836, 1.315, 2.185
5060.000, 1.572, 0.873, 1.315, 2.227
5070.000, 1.555, 0.895, 1.311, 2.222
5080.000, 1.544, 0.917, 1.283, 2.207
5090.000, 1.505, 0.882, 1.271, 2.158
5100.000, 1.557, 0.886, 1.306, 2.216
5110.000, 1.547, 0.883, 1.29, 2.199
5120.000, 1.534, 0.899, 1.278, 2.189
5130.000, 1.534, 0.924, 1.304, 2.215
5140.000, 1.53, 0.903, 1.31, 2.207
5150.000, 1.571, 0.892, 1.311, 2.232
5160.000, 1.572, 0.88, 1.371, 2.263
5170.000, 1.611, 0.893, 1.351, 2.284
5180.000, 1.56, 0.907, 1.303, 2.225
5190.000, 1.638, 0.894, 1.385, 2.323
5200.000, 1.563, 0.893, 1.331, 2.238
5210.000, 1.56, 0.885, 1.271, 2.198
5220.000, 1.552, 0.896, 1.308, 2.218
5230.000, 1.588, 0.889, 1.295, 2.233
5240.000, 1.59, 0.877, 1.356, 2.266
5250.000, 1.557, 0.905, 1.339, 2.244
5260.000, 1.582, 0.871, 1.302, 2.226
5270.000, 1.618, 0.904, 1.339, 2.286
5280.000, 1.583, 0.876, 1.312, 2.234
5290.000, 1.603, 0.837, 1.327, 2.243
5300.000, 1.58, 0.889, 1.313, 2.238
5310.000, 1.572, 0.855, 1.318, 2.222
5320.000, 1.602, 0.914, 1.325, 2.270
5330.000, 1.614, 0.87, 1.35, 2.276
5340.000, 1.555, 0.887, 1.354, 2.244
5350.000, 1.578, 0.908, 1.318, 2.247
5360.000, 1.601, 0.87, 1.331, 2.256
5370.000, 1.593, 0.903, 1.343, 2.270
