Time, DR, DN, RN, Euclidian
4.760, 1.602, 0.797, 1.42, 2.284
4.770, 1.559, 0.804, 1.376, 2.229
4.780, 1.567, 0.798, 1.427, 2.264
4.790, 1.554, 0.799, 1.41, 2.245
4.800, 1.575, 0.803, 1.397, 2.253
4.810, 1.587, 0.802, 1.389, 2.256
4.820, 1.597, 0.771, 1.386, 2.250
4.830, 1.627, 0.81, 1.422, 2.307
4.840, 1.596, 0.828, 1.408, 2.283
4.850, 1.632, 0.785, 1.395, 2.285
4.860, 1.604, 0.772, 1.397, 2.262
4.870, 1.597, 0.817, 1.339, 2.238
4.880, 1.553, 0.785, 1.413, 2.241
4.890, 1.548, 0.833, 1.343, 2.212
4.900, 1.503, 0.824, 1.326, 2.167
4.910, 1.549, 0.8, 1.395, 2.232
4.920, 1.618, 0.795, 1.39, 2.276
4.930, 1.577, 0.795, 1.377, 2.239
4.940, 1.627, 0.821, 1.468, 2.340
4.950, 1.591, 0.782, 1.419, 2.270
4.960, 1.618, 0.826, 1.404, 2.295
4.970, 1.576, 0.838, 1.38, 2.256
4.980, 1.544, 0.843, 1.409, 2.253
4.990, 1.548, 0.813, 1.354, 2.211
5.000, 1.61, 0.833, 1.422, 2.303
5.010, 1.555, 0.803, 1.373, 2.224
5.020, 1.537, 0.811, 1.345, 2.197
5.030, 1.588, 0.815, 1.473, 2.314
5.040, 1.583, 0.825, 1.376, 2.253
5.050, 1.629, 0.804, 1.436, 2.315
5.060, 1.579, 0.804, 1.425, 2.273
5.070, 1.554, 0.785, 1.417, 2.244
5.080, 1.615, 0.826, 1.4, 2.291
5.090, 1.538, 0.875, 1.395, 2.253
5.100, 1.536, 0.789, 1.419, 2.235
5.110, 1.596, 0.837, 1.379, 2.269
5.120, 1.551, 0.802, 1.33, 2.194
5.130, 1.531, 0.832, 1.33, 2.192
5.140, 1.51, 0.792, 1.342, 2.169
5.150, 1.541, 0.8, 1.379, 2.217
5.160, 1.606, 0.802, 1.379, 2.263
5.170, 1.547, 0.803, 1.412, 2.243
5.180, 1.533, 0.824, 1.359, 2.208
5.190, 1.533, 0.791, 1.372, 2.204
5.200, 1.623, 0.805, 1.448, 2.319
5.210, 1.553, 0.81, 1.4, 2.242
5.220, 1.547, 0.793, 1.367, 2.211
5.230, 1.604, 0.821, 1.406, 2.285
5.240, 1.59, 0.824, 1.383, 2.262
5.250, 1.584, 0.784, 1.387, 2.246
5.260, 1.602, 0.808, 1.412, 2.283
5.270, 1.55, 0.796, 1.408, 2.240
5.280, 1.56, 0.797, 1.359, 2.217
5.290, 1.568, 0.801, 1.396, 2.247
5.300, 1.58, 0.832, 1.393, 2.264
5.310, 1.567, 0.776, 1.399, 2.239
5.320, 1.591, 0.838, 1.412, 2.286
5.330, 1.514, 0.816, 1.345, 2.183
5.340, 1.56, 0.81, 1.339, 2.209
5.350, 1.581, 0.829, 1.408, 2.273
5.360, 1.537, 0.815, 1.362, 2.209
5.370, 1.623, 0.811, 1.399, 2.291
5.380, 1.605, 0.766, 1.407, 2.267
5.390, 1.539, 0.783, 1.386, 2.214
5.400, 1.538, 0.826, 1.344, 2.203
5.410, 1.648, 0.809, 1.453, 2.341
5.420, 1.599, 0.8, 1.384, 2.261
5.430, 1.584, 0.804, 1.377, 2.247
5.440, 1.57, 0.794, 1.385, 2.239
5.450, 1.625, 0.774, 1.383, 2.269
5.460, 1.58, 0.8, 1.364, 2.235
5.470, 1.62, 0.78, 1.412, 2.286
5.480, 1.551, 0.796, 1.348, 2.203
5.490, 1.558, 0.811, 1.396, 2.243
5.500, 1.598, 0.815, 1.401, 2.276
5.510, 1.547, 0.803, 1.397, 2.233
5.520, 1.584, 0.799, 1.41, 2.266
5.530, 1.568, 0.812, 1.389, 2.246
5.540, 1.519, 0.788, 1.342, 2.174
5.550, 1.582, 0.825, 1.381, 2.256
5.560, 1.582, 0.82, 1.398, 2.264
5.570, 1.529, 0.795, 1.353, 2.190
5.580, 1.561, 0.821, 1.325, 2.205
5.590, 1.564, 0.834, 1.347, 2.226
5.600, 1.524, 0.792, 1.321, 2.166
5.610, 1.581, 0.843, 1.372, 2.256
5.620, 1.567, 0.816, 1.348, 2.222
5.630, 1.592, 0.854, 1.388, 2.278
5.640, 1.596, 0.789, 1.398, 2.263
5.650, 1.55, 0.797, 1.369, 2.216
5.660, 1.637, 0.813, 1.368, 2.283
5.670, 1.635, 0.887, 1.378, 2.314
5.680, 1.617, 0.807, 1.396, 2.283
5.690, 1.58, 0.839, 1.393, 2.267
5.700, 1.607, 0.81, 1.423, 2.294
5.710, 1.568, 0.796, 1.398, 2.246
5.720, 1.586, 0.818, 1.396, 2.265
5.730, 1.576, 0.823, 1.377, 2.248
5.740, 1.548, 0.814, 1.327, 2.195
5.750, 1.607, 0.817, 1.407, 2.286
5.760, 1.566, 0.825, 1.442, 2.283
5.770, 1.59, 0.825, 1.402, 2.274
