Time, DR, DN, RN, Euclidian
5.600, 1.447, 0.772, 1.202, 2.033
5.610, 1.416, 0.842, 1.158, 2.013
5.620, 1.383, 0.793, 1.174, 1.979
5.630, 1.373, 0.817, 1.138, 1.961
5.640, 1.444, 0.86, 1.169, 2.047
5.650, 1.376, 0.803, 1.187, 1.986
5.660, 1.374, 0.839, 1.157, 1.982
5.670, 1.475, 0.849, 1.187, 2.074
5.680, 1.452, 0.833, 1.107, 2.006
5.690, 1.482, 0.836, 1.184, 2.072
5.700, 1.445, 0.827, 1.157, 2.027
5.710, 1.399, 0.838, 1.217, 2.034
5.720, 1.392, 0.833, 1.152, 1.989
5.730, 1.434, 0.849, 1.195, 2.050
5.740, 1.468, 0.803, 1.229, 2.076
5.750, 1.483, 0.829, 1.224, 2.093
5.760, 1.437, 0.806, 1.212, 2.045
5.770, 1.442, 0.798, 1.243, 2.064
